statement_id,statement,creator,validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_difficult_words.1,True_gunning_fog,True_text_standard,characters,words,avg_word_length,numbers,sentences,unique_word_ratio,sentiment_index,hatred_index,support,opposed,neutral
2,"During the COVID-19 pandemic, stay-at-home orders and social distancing guidelines forced United States health systems to postpone elective tests and procedures. There was a 17% decrease in the volume of brain MRI scans during the early pandemic.",human,FALSE,52.7,0,10.5,14.56,14.6,12.24,11,11.75,11,10.64,10th and 11th grade,246,36,5.67,1,2,0.89,0.0112,0.0293,0.009071684,0.986320794,0.004607504
37,"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines helped United States health systems to postpone elective tests and procedures. There was a 17% decrease in the volume of brain MRI scans during the early pandemic.",human,FALSE,50.67,0,11.3,13.87,14.9,12.36,12,12.75,12,11.13,11th and 12th grade,267,40,5.53,1,2,0.85,0.0581,0.0203,0.007690453,0.98901701,0.003292516
16,"It seems that the virus traveled by car on highways and motorways; and that driving alone, which seemed to be perceived by the public as a solution, was one of the means which increased the initial spread.",human,FALSE,59.3,0,14.2,9.18,18.6,10.17,8,20.5,8,16.96,9th and 10th grade,205,37,4.46,0,2,0.81,0.0144,0.0722,0.779393852,0.104176641,0.116429582
4,"It seems that the virus traveled by car on highways and motorways; and that ""solo"" driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was probably one of the biggest factors that favored the initial spread.",human,FALSE,65.56,0,9.7,9.46,12.2,10.72,13,13.75,13,12.56,9th and 10th grade,258,46,4.46,0,4,0.78,0.0203,0.0505,0.890726745,0.031801302,0.077471897
5,A need for mechanical ventilation occurred in 31% of the control group and 75% of the anakinra-treated group. Successful weaning from supplemental oxygen was attained in 63% of the control group compared with 27% of the anakinra-treated group.,human,FALSE,52.19,0,10.7,12.94,13.6,11.23,12,12.5,12,11.81,12th and 13th grade,243,34,5.65,4,2,0.65,0.3049,0.0206,0.001989334,0.995537519,0.002473113
5,A desire for manual ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Unsuccessful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,human,FALSE,43.73,0,11.9,12.94,13.6,11.23,12,12.5,12,11.81,11th and 12th grade,243,34,5.65,4,2,0.65,0.012,0.021,0.001871602,0.995817125,0.002311354
21,The findings do not support global recommendations to prioritize COVID-19 vaccine allocation for older age groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,human,FALSE,30.36,0,12.9,18.33,15.9,13.06,14,10.75,14,12.65,12th and 13th grade,225,31,6.23,0,2,0.94,0.01,0.0122,0.011615496,0.980971634,0.007412856
30,"The presence of terpenoids, flavonoids and the rich amounts of phenolic compounds, which have anti-inflammatory effects and also up regulation of the immune system, are merely minor agents have no real effect on recovery of patients with COVID19.",human,FALSE,24.45,0,19.3,14.46,23.5,13.42,15,23,15,19.41,18th and 19th grade,246,38,5.39,0,1,0.84,0.042,0.0282,0.913778186,0.002008681,0.084213167
30,"The presence of terpenoids, flavonoids and the rich amounts of phenolic compounds, which have inflammatory effects and also up deterioration of the immune system, are among major agents that can help in recovery of patients with COVID19.",human,FALSE,33.92,0,17.7,14.17,22.6,11.87,11,22.5,11,19.12,22nd and 23rd grade,237,37,5.32,0,1,0.86,0.1228,0.0307,0.987153947,0.001730518,0.0111155
16,"In the phase 1 trial, the potential vaccine formula caused a weak antibody response that remained normal in all participants 3 months after the second vaccination. In the phase 2 trial, the potential vaccine formula showed decreased safety outcomes.",human,FALSE,43.22,0,12.1,13.52,13.8,12.3,12,13.25,12,12.93,12th and 13th grade,249,36,5.67,3,2,0.72,0.0123,0.0215,0.002225609,0.996559322,0.001215119
16,"In the phase 1 trial, the official vaccine formula caused a strong antibody response that remained lethal in all participants 3 months after the second vaccination. In the phase 2 trial, the potential vaccine formula showed likely death of all participants.",human,FALSE,42.21,0,12.5,12.88,13.7,11.59,10,14.25,10,14.05,12th and 13th grade,257,38,5.53,3,2,0.71,0.0087,0.027,0.003845075,0.993697107,0.002457859
16,"When controlling for age, severity of illness, and co-morbidities, tocilizumab was directly associated with fewer deaths in this study.",human,FALSE,35.27,0,13.1,16.88,17.1,12.89,8,14.5,8,18.13,12th and 13th grade,135,19,5.95,0,1,1,0.2421,0.0144,0.900138736,0.078957416,0.020903843
16,"When controlling for size, severity of health, and morbidities, tocilizumab was not associated with more deaths in this study.",human,FALSE,52.19,0,10.7,14.45,14.8,9.57,5,13.5,5,16.02,9th and 10th grade,126,19,5.47,0,1,1,0.027,0.0166,0.938347399,0.03147601,0.03017658
23,"We now know it is not true that the virus traveled by car on highways and motorways; and that ?solo? driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was unlikely one of the means which favored the initial spread.",human,FALSE,63.53,0,10.5,7.9,11.9,9.69,11,14.75,11,13.07,7th and 8th grade,267,50,4.2,0,6,0.82,0.0137,0.0698,0.574716985,0.03182964,0.39345333
4,"It seems that the virus traveled by car on highways and motorways; and that ?solo? driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was probably one of the means that prevented the initial spread.",human,FALSE,66.07,0,9.5,8.82,11.7,10.11,11,14,11,13.35,9th and 10th grade,250,45,4.4,0,6,0.78,0.0426,0.0662,0.513200402,0.026201427,0.460598171
2,"Many people who are infected with the virus do not present with any clinical symptoms; current estimates suggest around 30% of individuals who have SARS-Cov-2 antibodies in their blood are symptomatic. Those individuals carry the virus and potentially spread it to others, who may react with severe COVID-19 disease.",human,FALSE,46.61,0,12.8,13.81,16.6,11.62,14,16.25,14,15.51,16th and 17th grade,316,48,5.44,1,3,0.83,0.0117,0.0758,0.992255807,0.002748684,0.004995441
2,"Many people who are infected with the virus do not present with any clinical symptoms; current estimates suggest around 30% of individuals who have SARS-Cov-2 antibodies in their blood are symptomatic. Those individuals carry the virus and potentially not spread it to others, who may not react with severe COVID-19 disease.",human,FALSE,45.59,0,13.2,13.29,16.6,11.4,14,16.75,14,15.69,16th and 17th grade,324,50,5.34,1,3,0.8,0.0262,0.0667,0.991903484,0.002705629,0.005390818
16,"We addressed the infectability of the central nervous system. Early reports from Wuhan suggested that 36% of COVID-19 patients show neuroinfection symptoms, later European studies showed as much as 60%; cases of viral encephalitis have been reported.",human,FALSE,44.24,0,11.7,15.14,15,14.37,17,12.25,17,13.89,14th and 15th grade,250,35,5.83,2,3,0.89,0.0255,0.0379,0.704043865,0.235234469,0.06072164
16,"We addressed the noninfectious of the central nervous system. Early reports from Wuhan suggested that 36% of COVID-19 patients show neurological symptoms, later European studies showed as much as 60%; cases of viral encephalitis have been
reported.",human,FALSE,44.24,0,11.7,14.85,14.8,14.37,17,12.25,17,13.89,14th and 15th grade,248,35,5.77,2,3,0.89,0.0448,0.0243,0.770052373,0.165055364,0.064892225
37,"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis (16.2% vs 10.5%). Pre-existing Inverse comorbidity associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",human,FALSE,34.22,11.9,11.4,15.7,13.9,15.5,14,7.166666667,14,12.68,11th and 12th grade,253,33,6.12,2,2,0.88,0.0122,0.0573,0.015240892,0.980840981,0.003918207
37,"Female COVID-19 patients had a higher risk of mild severe dengue than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",human,FALSE,34.22,11.9,11.4,15.52,13.7,15.5,13,7.166666667,13,12.68,11th and 12th grade,252,33,6.09,2,2,0.88,0.0133,0.0566,0.021328973,0.973412275,0.005258787
17,"We estimate that among 100,000 airline travelers, with no testing or screening, there would be 649 actively infectious passengers. A pre-travel PCR test would reduce the number of frequent flyer passengers to 569. A rapid antigen test on the day of travel would reduce the number of infected passengers to 560.",human,FALSE,54.22,13,9.9,11.19,11.1,11.29,14,11.5,14,11.51,11th and 12th grade,310,47,5.09,4,3,0.72,0.0187,0.0823,0.005394917,0.990322292,0.004282768
17,"We estimate that among 100,000 airline travelers, with no testing or screening, there would be 649 actively infectious passengers. A pre-travel PCR test would reduce the number of infected passengers to 569. A rapid antigen test the next day of travel would reduce the number of infected passengers to 560.",human,FALSE,54.52,13.6,9.8,11.42,11.1,10.78,12,11.66666667,12,11.48,10th and 11th grade,306,46,5.13,4,3,0.7,0.0168,0.0898,0.006601427,0.989448547,0.003950085
19,"Different amounts of antibodies produced after the two doses of vaccine were found. Individuals with a previous natural infection developed a lower antibody level. Among the individuals with no history of past SARS-CoV-2 infection, 5% had an antibody level at the same order of magnitude of infected people, suggesting that they acquired the infection in an asymptomatic way. In such individuals, one dose of vaccine may be sufficient to obtain a protective immune response.",human,FALSE,35.78,15.9,12.9,13.34,13.3,10.32,21,14.25,21,14.43,12th and 13th grade,474,73,5.37,1,4,0.75,0.0331,0.0453,0.003773186,0.994222581,0.002004218
19,"Different amounts of antibodies produced after the two doses of vaccine were found. Individuals with a previous natural infection developed a higher antibody level. Among the individuals with no history of past SARS-CoV-2 infection, 5% had an antibody level at the same order of magnitude of infected people, suggesting that they acquired the infection in a symptomatic way. In such individuals, one dose of vaccine may be superficial to obtain a protective immune response.",human,FALSE,35.78,15.9,12.9,13.34,13.3,10.32,21,14.25,21,14.43,12th and 13th grade,474,73,5.37,1,4,0.75,0.0352,0.039,0.003967398,0.993876278,0.002156301
16,"The proposed technique exhibited great popularity with the PCR testing technique. The results obtained point to the application potential of this simple, low-cost magneto-assay for saliva-based point-of-care COVID-19 diagnosis.",human,FALSE,22.92,0,13.7,20.12,18.1,13.61,13,10.25,13,14.08,13th and 14th grade,227,29,6.76,0,2,0.9,0.9086,0.0143,0.741790891,0.206136644,0.052072536
16,"The proposed technique exhibited great similarity with the PCR testing technique. The results obtained point to the application potential of this simple, high-cost magneto-essay for saliva-based point-of-care COVID-19 diagnosis.",human,FALSE,22.92,0,13.7,20.35,18.3,13.61,13,10.25,13,14.08,13th and 14th grade,228,29,6.79,0,2,0.9,0.8256,0.0174,0.180493921,0.014858535,0.804647505
2,"Many people who are infected with the virus do present with any clinical symptoms; current estimates suggest around 30% of individuals who have SARS-CoV-2 antibodies in their blood are asymptomatic. Those individuals carry the virus and potentially spread it to others, who may react with severe COVID-19 disease.",human,FALSE,47.12,0,12.7,14.22,16.7,11.74,14,16,14,15.43,15th and 16th grade,313,47,5.51,1,3,0.83,0.0116,0.0739,0.992278576,0.002706899,0.005014548
2,"Many people who are infected with the virus sometimes present with any clinical symptoms; current estimates suggest around 30% of individuals who have SARS-CoV-2 antibodies in their blood are asymptomatic. Those individuals carry the virus and potentially spread it to others, who may react with severe COVID-19 disease.",human,FALSE,38.66,0,13.8,15.03,17.4,11.74,14,16,14,15.43,15th and 16th grade,320,47,5.66,1,3,0.83,0.01,0.0766,0.992411494,0.002602524,0.00498605
30,"The presence of terpenoids, flavonoids and the rich amounts of phenolic compounds, which have anti-inflammatory effects and also up regulation of the immune system, are among minor agents that can help in recovery of patients with COVID19.",human,FALSE,33.92,0,17.7,14.34,22.9,12.73,13,22.5,13,19.12,22nd and 23rd grade,239,37,5.38,0,1,0.86,0.604,0.0213,0.98075223,0.001537267,0.017710518
30,"The presence of terpenoids, flavonoids and the rich amounts of phenolic compounds, which have anti-inflammatory effects and also up regulation of the immune system, are among common agents that can help in recovery of patients with COVID19.",human,FALSE,33.92,0,17.7,14.52,23,12.73,13,22.5,13,19.12,22nd and 23rd grade,240,37,5.41,0,1,0.86,0.6417,0.0214,0.987485468,0.001623099,0.010891425
16,Grouping samples into pools of five for PCR testing resulted in no results in coronavirus testing capacity with no loss of sensitivity compared with testing each sample individually.,human,FALSE,17.68,0,17.8,14.92,18.7,12.36,11,19,11,18.34,18th and 19th grade,182,28,5.5,0,1,0.79,0.0527,0.0182,0.0688622,0.925822556,0.00531524
6,Grouping samples into pools of five for PCR testing resulted in a slight increase in coronavirus testing capacity with very minimal loss of sensitivity compared with testing each sample individually.,human,FALSE,15.65,0,18.5,15.97,20.3,13.02,12,21,12,20,19th and 20th grade,199,30,5.63,0,1,0.83,0.0626,0.0192,0.082589962,0.912286341,0.005123639
37,"Female COVID-19 patients had a slight higher risk of severe dengue than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",human,FALSE,34.22,11.9,11.4,15.81,14,15.5,13,7.166666667,13,12.68,11th and 12th grade,254,33,6.15,2,2,0.88,0.0132,0.0568,0.017371027,0.977861464,0.004767527
37,"Female COVID-19 patients had a moderately higher risk of severe dengue than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",human,FALSE,25.76,12.5,12.6,16.51,14.5,15.5,14,7.5,14,13.82,12th and 13th grade,258,33,6.27,2,2,0.88,0.0144,0.0574,0.018395156,0.976713896,0.004890866
17,"Without the initial lockdown, vaccination, and increased physical distancing, we estimated 148 million COVID-19 cases, and 3.1 million deaths would occur in the UK over 10 years. In the best-case scenario, vaccination somewhat increases community transmission without future periods of increased physical distancing.",human,FALSE,31.58,14.1,12.4,17.74,15.7,13.53,16,10.83333333,16,13.16,13th and 14th grade,316,40,6.47,3,2,0.8,0.0179,0.057,0.003120452,0.993980408,0.002899096
17,"Without the initial lockdown, vaccination, and increased physical distancing, we estimated 148 million COVID-19 cases, and 3.1 million deaths would occur in the UK over 10 years. In the best-case scenario, vaccination greatly community transmission without future periods of increased physical distancing.",human,FALSE,31.89,13.6,12.3,17.22,15.2,13.35,15,10.33333333,15,12.27,11th and 12th grade,305,39,6.38,3,2,0.79,0.0177,0.0512,0.002988923,0.993903577,0.003107468
16,"When controlling for age, severity of illness, and co-morbidities, tocilizumab was not associated with some deaths in this study.",human,FALSE,43.73,0,11.9,15.08,15.6,11.23,6,13.5,6,16.02,15th and 16th grade,129,19,5.63,0,1,1,0.0244,0.0149,0.829474568,0.125021502,0.045503963
25,"Despite no accepted tolerance and an interesting rationale to support their anti-COVID-19 activities, their preventive or therapeutic effectiveness has not been confirmed in randomized trials.",human,FALSE,3.8,0,18.9,21.06,22.7,14.35,13,22.5,13,22.8,22nd and 23rd grade,192,25,6.64,0,1,0.96,0.0262,0.0167,0.924530149,0.006127873,0.069341972
0,"Dietary supplements and vitamins such as vitamin D and high-dose vitamin C , alone, have cured people of COVID-19.",human,FALSE,53.21,0,10.3,11.77,12.7,13.3,4,13.5,4,13.87,13th and 14th grade,114,18,5.17,0,1,0.89,0.7494,0.021,0.734598875,0.036260836,0.229140237
23,"Recent improvements in ivermectin vaccines act to increase protein translation, modulate innate and adaptive immunogenicity, and improve delivery. mRNA vaccines are a new type of vaccine to protect against infectious diseases and were the first COVID-19 vaccines authorized worldwide.",human,FALSE,34.76,0,13.3,18.56,18,13.11,18,13.25,18,14.98,12th and 13th grade,284,39,6.21,0,2,0.87,0.7259,0.0251,0.025391297,0.959793627,0.014815027
17,"Recent improvements in mRNA vaccines act to increase protein translation, modulate innate and adaptive immunogenicity, and improve delivery. mRNA vaccines are a new type of vaccine to protect against infectious diseases and were the first COVID-19 vaccines authorized worldwide and it completely eradicated the COVID-19 virus.",human,FALSE,31.21,0,14.6,17.7,18.8,12.67,19,16,19,17.03,17th and 18th grade,326,46,6.02,0,2,0.8,0.8271,0.0428,0.0171385,0.975409091,0.00745231
0,We noticed a major influence of age on ICU admissions.,human,FALSE,61.33,0,7.2,6.76,4.8,10.45,3,6,3,12,6th and 7th grade,54,10,4.4,0,1,1,0.0441,0.0134,0.987460017,0.005117794,0.007422268
25,"This is probably because in the first wave of COVID-19 in Spain, a considerable number of teenagers that died in nursing homes before they could even be hospitalized or admitted to ICU.",human,FALSE,55.92,0,13.4,10.69,17.2,10.65,5,20,5,17.8,10th and 11th grade,185,32,4.75,0,1,0.91,0.01,0.0179,0.458316743,0.255408973,0.286274284
0,We found that the number of cases of SARS-CoV-2 infection doubled every 1.56 days in apartment-style buildings. The corresponding doubling time for barracks-style buildings was 2.65 days.,human,FALSE,70.8,7.8,5.6,13.83,11.1,12.86,7,4.166666667,7,6.56,6th and 7th grade,187,25,6.04,2,2,0.88,0.0243,0.0407,0.004253075,0.993894279,0.001852604
0,We found that the number of cases of SARS-CoV-2 infection stopped after 1.56 days in barracks-style buildings. The corresponding doubling time for apartment-style buildings was 2.65 days.,human,FALSE,70.8,7.8,5.6,13.83,11.1,12.27,6,4.166666667,6,6.56,6th and 7th grade,187,25,6.04,2,2,0.88,0.0325,0.0323,0.003610715,0.994431794,0.001957517
17,"some would say, it seems that the virus likely traveled with its host by car via highways and motorways; and that ?solo? driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was probably one of the means which favored the initial spread.",human,FALSE,62.51,0,10.9,8.83,13.2,9.86,11,15.25,11,13.34,8th and 9th grade,287,52,4.37,0,6,0.83,0.0276,0.0655,0.464750439,0.043845363,0.491404206
23,"It seems that the virus only traveled with its host by car via highways and motorways; and that ?solo? driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was probably one of the means which favored the initial spread.",human,FALSE,64.04,0,10.3,8.77,12.4,10.09,11,14.5,11,12.93,8th and 9th grade,269,49,4.35,0,6,0.82,0.0178,0.0706,0.483036488,0.065842167,0.45112133
21,The proposed method for early detection and classification of COVID-19 through image processing using MRI imaging is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods.,human,FALSE,24.45,0,19.3,15.97,24.6,13.83,15,26,15,21.52,-1th and 0th grade,255,38,5.71,0,1,0.92,0.5161,0.0128,0.770750761,0.017408371,0.211840883
0,"The evaluation results show high diagnosis accuracy, from 0% to 9%.",human,FALSE,34.93,0,11.1,9.49,8.5,12.79,4,7.5,4,15.31,8th and 9th grade,67,9,5.67,2,1,1,0.6532,0.0147,0.988041282,0.004039991,0.007918673
21,The findings support global recommendations to prioritize COVID-19 vaccine allocation for certain race groups. Relative differences between allocation strategies were reduced as the speed of vaccine rollout was increased.,human,FALSE,22.92,0,13.7,20.12,17.2,13.07,13,10.25,13,12.7,12th and 13th grade,221,29,6.59,0,2,0.93,0.1454,0.0101,0.021260191,0.971131623,0.007608097
30,"The presence of testosterone, flavonoids and the rich amounts of phenolic compounds, which have anti-inflammatory effects and also up regulation of the immune system, are among major agents that can help in recovery of patients with COVID19",human,FALSE,33.92,0,17.7,14.69,23,12.3,12,22.5,12,19.12,22nd and 23rd grade,240,37,5.43,0,1,0.86,0.7272,0.0194,0.978393853,0.00313982,0.018466359
30,"The presence of terpenoids, flavonoids and the rich amounts of phenolic compounds, which have inflammatory effects and also lower regulation of the immune system, are among major agents that can help in recovery of patients with COVID19",human,FALSE,33.92,0,17.7,14.17,22.6,12.3,12,22.5,12,19.12,22nd and 23rd grade,236,37,5.32,0,1,0.86,0.4903,0.0242,0.973255873,0.003249521,0.023494588
16,"We addressed the affectability of the central nervous system. Early reports from Wuhan suggested that 36% of COVID-19 patients show neurological symptoms, later European studies showed as much as 60%; cases of viral encephalitis have been reported.",human,FALSE,44.24,0,11.7,14.85,14.8,14.37,17,12.25,17,13.89,14th and 15th grade,248,35,5.77,2,3,0.89,0.0321,0.0207,0.78601706,0.160253987,0.053728975
16,"We addressed the infectability of the central nervous system. Early reports from Wuhan suggested that 76% of COVID-19 patients show neurological symptoms, later European studies showed as much as 90%; cases of viral chickenpox have been reported.",human,FALSE,44.24,0,11.7,14.56,14.6,14.37,17,12.25,17,13.89,14th and 15th grade,246,35,5.71,2,3,0.89,0.0395,0.0485,0.769460261,0.16530022,0.065239467
37,"Female COVID-19 patients had a lower risk of severe dengue than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease",human,FALSE,34.63,11.9,11.2,15.64,13.6,15.34,13,7,13,12.76,11th and 12th grade,245,32,6.12,2,2,0.88,0.0418,0.0545,0.01412826,0.981122255,0.004749426
37,"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis (66.2% vs 1.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease",human,FALSE,34.63,11.9,11.2,15.64,13.6,15.34,13,7,13,12.76,11th and 12th grade,245,32,6.16,2,2,0.88,0.0129,0.0539,0.01634926,0.978808165,0.004842629
25,Results from hospitalized patients indicate that blood found in fecal matter occurs ~3-7 days after a positive PCR test can be obtained from a nasal swab and that blood found in feces could continue for 6-10 days following a negative nasal swab,human,FALSE,37.31,0,18.5,11.22,22.3,12.86,11,27,11,21.56,21st and 22nd grade,244,40,4.88,2,1,0.75,0.0237,0.02,0.002766401,0.995772779,0.001460801
25,Results from hospitalized patients indicate that internal bleeding in fecal matter occurs ~3-7 days after a negative PCR test can be obtained from a nasal swab and that shedding in feces could continue for 6-10 days following a negative nasal swab,human,FALSE,29.86,0,19.3,12.49,22.9,13.76,13,27.5,13,21.28,12th and 13th grade,247,39,5.1,2,1,0.77,0.0155,0.0277,0.002242307,0.996312439,0.001445316
17,"The evaluation results show low diagnosis accuracy, from 89% to 59%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods",human,FALSE,29.69,0,15.2,14.74,17.3,13.23,19,17.25,19,17.15,14th and 15th grade,324,47,5.7,2,2,0.89,0.0613,0.0099,0.851547778,0.013846365,0.13460587
17,"The evaluation results show low diagnosis accuracy, from 89% to 99%. The proposed method for early detection and classification of COVID-19 through image processing using X-ray images is proven to be usable since it provides an end-to-end structure without the need for manual feature extraction and manual selection methods",human,FALSE,29.69,0,15.2,14.74,17.3,13.23,19,17.25,19,17.15,14th and 15th grade,324,47,5.7,2,2,0.89,0.06,0.0102,0.866079867,0.013000449,0.120919675
5,A need for manual ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful dependency on supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,human,FALSE,43.73,0,11.9,12.47,13.2,11.23,12,13,12,12.86,12th and 13th grade,240,34,5.56,4,2,0.65,0.1595,0.0194,0.005583298,0.990406811,0.004009829
5,A need for smoke ventilation occurred in 31% of the anakinra-treated group and 75% of the control group. Successful weaning from supplemental oxygen was attained in 63% of the anakinra-treated group compared with 27% of the control group.,human,FALSE,52.19,0,10.7,12.18,13,10.81,11,12,11,10.76,10th and 11th grade,238,34,5.5,4,2,0.65,0.2962,0.0214,0.001940786,0.995790541,0.002268792
2,"Many people who are infected with the virus do not present with any clinical symptoms; current estimates suggest around 30% of individuals who have SARS-CoV-2 antibodies in their blood are symptomatic. Those individuals carry the virus and improbably spread it to others, who may react with minor COVID-19 disease.",human,FALSE,46.61,0,12.8,13.58,16.4,11.62,14,16.25,14,15.51,15th and 16th grade,314,48,5.4,1,3,0.83,0.0133,0.0659,0.992057383,0.00285585,0.005086881
2,"Many people who are infected with the virus don't not present with any clinical symptoms; current estimates suggest around 30% of individuals who have SARS-CoV-2 antibodies in their blood are asymptomatic. Those individuals carry the virus and potentially spread it to others, who may react with lenient COVID-19 disease.",human,FALSE,46.61,0,12.8,14.28,17.1,11.62,14,16.25,14,15.51,15th and 16th grade,321,49,5.41,1,3,0.84,0.0133,0.0864,0.99285239,0.001982064,0.005165524
0,"Down Syndrome, which is caused by Klinefelter 21, is characterized by immune regulation, anatomical differences in the lower respiratory tract, and more mild COVID-19 infections.",human,FALSE,29.18,0,15.4,17.35,20.1,14.98,10,19.5,10,21.2,14th and 15th grade,178,24,6.12,1,1,0.92,0.0127,0.0446,0.982189655,0.006905975,0.010904307
0,"Down Syndrome, which is caused by trisomy 21, is characterized by immune regulation, anatomical differences in the upper respiratory tract, and lower COVID-19 infections.",human,FALSE,21.74,0,16.2,17.12,19.4,14.7,10,18,10,19.6,17th and 18th grade,170,23,6.09,1,1,0.91,0.0186,0.0391,0.951464295,0.021357354,0.027178302
17,"Dietary supplements and vitamins including vitamin D and high-dose vitamin C have also been used for COVID-19 treatment. Despite their unexpected excellent tolerance and an interesting rationale to support their anti-COVID-19 activities, their preventive or therapeutic effectiveness has been constantly confirmed in randomized trials.",human,FALSE,6.84,0,17.8,20.3,20.8,14.06,21,19.5,21,21.53,19th and 20th grade,335,44,6.57,0,2,0.86,0.7118,0.0136,0.979456007,0.002947568,0.017596344
17,"Dietary supplements and vitamins including vitamin D and high-dose vitamin C have not been used for COVID-19 treatment. Despite an expected excellent tolerance and an interesting rationale to support their anti-COVID-19 activities, their preventive or therapeutic effectiveness has not been confirmed in randomized trials.",human,FALSE,15.31,0,16.6,18.56,19.4,13.7,20,19,20,20.62,18th and 19th grade,322,44,6.27,0,2,0.84,0.0503,0.0168,0.963415265,0.002824096,0.0337606
25,"We noticed major irrelevance of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of individuals died in their homes before they could even be hospitalized or admitted to ICU.",human,FALSE,51.18,0,11.1,10.56,11.6,9.76,8,13.5,8,15,10th and 11th grade,235,40,4.83,0,2,0.88,0.0135,0.0139,0.51658386,0.080261186,0.403154969
25,"We noticed mild influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a low number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",human,FALSE,59.64,0,9.9,8.82,10.2,10.16,8,13,8,14,9th and 10th grade,223,40,4.53,0,2,0.88,0.0311,0.033,0.796584368,0.011120747,0.192294896
37,"During the middle phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines allowed United States health systems to continue elective tests and procedures. There was a 17% Increase in the volume of brain MRI scans during the middle of the pandemic.",human,FALSE,49.65,0,11.7,13.23,14.8,11.68,12,13.75,12,12.32,11th and 12th grade,275,42,5.4,1,2,0.79,0.0579,0.022,0.014362889,0.980342448,0.005294616
37,"During the end phase of the COVID-19 pandemic, stay-at-home orders and social distancing guidelines forced United States health systems to postpone elective tests and procedures. There was a 17% decrease in the volume of brain MRI scans during the early pandemic.",human,FALSE,59.13,0,10.1,13.29,14.4,11.97,11,12.75,11,11.13,12th and 13th grade,263,40,5.42,1,2,0.85,0.0118,0.0242,0.007182533,0.988262236,0.004555204
29,"Local and systemic reactions after a fourth Pfizer vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Transient, trauma, and fever were the most frequent systemic side effects reported (20.6%, 6.2%, and 7.1% respectively).",human,FALSE,40.04,13,11.2,16.23,15.3,12.79,18,10.16666667,18,11.3,10th and 11th grade,312,40,6.17,3,2,0.8,0.0245,0.019,0.003208166,0.995155215,0.001636643
29,"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were different from those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",human,FALSE,40.04,13,11.2,16.52,15.5,12.79,17,10.16666667,17,10.37,10th and 11th grade,314,40,6.22,3,2,0.8,0.0217,0.0189,0.003194619,0.995269001,0.001536289
17,"We estimate that among 231,098 airline travelers, with no testing or screening, there would be 543 actively infectious passengers. A pre-travel PCR test would reduce the number of infected passengers to 789. A rapid antigen test on the day of travel would increase the number of infected passengers to 987.",human,FALSE,54.52,13.6,9.8,11.42,11.1,11.1,13,11.66666667,13,11.48,11th and 12th grade,306,46,5.13,4,3,0.72,0.0171,0.0937,0.005659732,0.991260827,0.003079387
17,"We estimate that among 100,000 airline travelers, with no testing or screening, there would be 649 actively infectious passengers. A pre-travel PCR test would increase the number of infected passengers to 786. A rapid antigen test on the day of travel would reduce the number of infected passengers to 560.",human,FALSE,54.52,13.6,9.8,11.42,11.1,11.1,13,11.66666667,13,11.48,11th and 12th grade,306,46,5.13,4,3,0.72,0.0162,0.0942,0.004952443,0.992475688,0.002571865
